"","geography","geography_id","state_name","district_name","area","perimeter","max_distance_from_center","Schwartzberg","Redistrict","Gov_Veto","Notes","Geog","AreaDist","AreaConPol","ConvexHull","Upper_Senate","Lower_House","Governor","Overall"
"133","district",3902,"Ohio",2,0.876728927,0.108531651,0.014449437,0.305830778617259,"State Legislature","Yes",NA,"district",3255.147537,3973.928707,0.819125801,"Republican","Republican","Republican","Republican"
"134","district",3906,"Ohio",6,1.988941618,0.21632649,0.027658932,0.231103352690963,"State Legislature","Yes",NA,"district",7233.355215,12003.7739,0.602590091,"Republican","Republican","Republican","Republican"
"135","district",3909,"Ohio",9,0.601379799,0.085941684,0.014749604,0.319871458454887,"State Legislature","Yes",NA,"district",538.9097213,1686.675544,0.319510011,"Republican","Republican","Republican","Republican"
"136","district",3915,"Ohio",15,1.291297786,0.156639244,0.017837101,0.257168372733345,"State Legislature","Yes",NA,"district",4780.062382,6922.159409,0.690544973,"Republican","Republican","Republican","Republican"
"137","district",3910,"Ohio",10,0.308879296,0.049097004,0.009885303,0.401277066546367,"State Legislature","Yes",NA,"district",1140.390936,1305.883795,0.873271374,"Republican","Republican","Republican","Republican"
"138","district",3800,"North Dakota",0,21.85317155,0.307077849,0.053605315,0.539651861775538,NA,NA,NA,"district",70708.73221,71451.60413,0.989603146,"Republican","Republican","Republican","Republican"
"139","district",3701,"North Carolina",1,1.4614209,0.333005213,0.020500198,0.128689038722297,"State Legislature","No",NA,"district",6076.846737,8739.340019,0.695343896,"Republican","Republican","Democrat","Republican"
"140","district",3703,"North Carolina",3,3.086011653,0.311699478,0.029599824,0.199787189668531,"State Legislature","No",NA,"district",10574.73481,13578.72184,0.778772475,"Republican","Republican","Democrat","Republican"
"141","district",3706,"North Carolina",6,0.972992959,0.152401393,0.01859267,0.229440903494404,"State Legislature","No",NA,"district",3986.289879,5218.301959,0.76390556,"Republican","Republican","Democrat","Republican"
"142","district",3705,"North Carolina",5,0.936217936,0.135004635,0.01375474,0.254064936099163,"State Legislature","No",NA,"district",3995.330627,5166.024232,0.773385963,"Republican","Republican","Democrat","Republican"
"143","district",3709,"North Carolina",9,0.229921157,0.101327012,0.010502459,0.16775256293028,"State Legislature","No",NA,"district",3918.787624,6106.0748,0.641785067,"Republican","Republican","Democrat","Republican"
"144","district",3708,"North Carolina",8,1.172628802,0.13199683,0.018732065,0.290818285070778,"State Legislature","No",NA,"district",2995.069271,4436.347032,0.6751206,"Republican","Republican","Democrat","Republican"
"145","district",3712,"North Carolina",12,0.139528766,0.120060679,0.013965594,0.110289968708837,"State Legislature","No",NA,"district",413.3957475,518.6460052,0.797067255,"Republican","Republican","Democrat","Republican"
"146","district",3710,"North Carolina",10,0.672457576,0.101022913,0.014632623,0.287751429719682,"State Legislature","No",NA,"district",2637.035925,3690.537363,0.714539826,"Republican","Republican","Democrat","Republican"
"147","district",3711,"North Carolina",11,1.777871524,0.169150879,0.024175645,0.279435037485753,"State Legislature","No",NA,"district",6676.84492,8094.891549,0.824822035,"Republican","Republican","Democrat","Republican"
"148","district",3702,"North Carolina",2,0.850152019,0.172620365,0.013605368,0.189348206873351,"State Legislature","No",NA,"district",2733.181721,3811.806538,0.717030546,"Republican","Republican","Democrat","Republican"
"149","district",3704,"North Carolina",4,0.273340407,0.138738607,0.012434114,0.133585561637673,"State Legislature","No",NA,"district",735.0461216,1231.09164,0.597068567,"Republican","Republican","Democrat","Republican"
"150","district",3713,"North Carolina",13,0.604006587,0.181573012,0.012037338,0.151731052918264,"State Legislature","No",NA,"district",1876.515023,2866.741031,0.654581283,"Republican","Republican","Democrat","Republican"
"151","district",3707,"North Carolina",7,1.678517154,0.218205621,0.019436635,0.210475664894192,"State Legislature","No",NA,"district",6084.954588,7954.769673,0.764944158,"Republican","Republican","Democrat","Republican"
"152","district",3624,"New York",24,1.047470108,0.083651042,0.012178802,0.433714953602892,"State Legislature","Yes",NA,"district",2485.329095,3270.486182,0.759926493,"Republican","Democrat","Democrat","Democrat"
"153","district",3627,"New York",27,1.483671335,0.114746852,0.013968329,0.376298948909239,"State Legislature","Yes",NA,"district",4013.741192,5208.914095,0.770552388,"Republican","Democrat","Democrat","Democrat"
"154","district",3625,"New York",25,0.361415044,0.044831842,0.006727042,0.475358716778998,"State Legislature","Yes",NA,"district",518.7440907,602.1168191,0.861533965,"Republican","Democrat","Democrat","Democrat"
"155","district",3611,"New York",11,0.032757584,0.015618735,0.002384386,0.410785407244268,"State Legislature","Yes",NA,"district",74.51633107,101.448691,0.734522352,"Republican","Democrat","Democrat","Democrat"
"156","district",3605,"New York",5,0.033530169,0.019592879,0.00308086,0.331302373154555,"State Legislature","Yes",NA,"district",57.47712773,64.72995668,0.887952514,"Republican","Democrat","Democrat","Democrat"
"157","district",3602,"New York",2,0.089774323,0.025809708,0.003943201,0.411526598217597,"State Legislature","Yes",NA,"district",231.9207074,271.2526117,0.854998984,"Republican","Democrat","Democrat","Democrat"
"158","district",3603,"New York",3,0.101517607,0.025866859,0.004324323,0.436648449353258,"State Legislature","Yes",NA,"district",293.3633756,348.1115555,0.842728059,"Republican","Democrat","Democrat","Democrat"
"159","district",3604,"New York",4,0.048363792,0.018004793,0.002619292,0.43298910803523,"State Legislature","Yes",NA,"district",136.5831769,146.3950957,0.932976451,"Republican","Democrat","Democrat","Democrat"
"160","district",3622,"New York",22,1.486143605,0.141588935,0.0185529,0.305215092704328,"State Legislature","Yes",NA,"district",5206.725513,8050.963237,0.646720816,"Republican","Democrat","Democrat","Democrat"
"161","district",3623,"New York",23,2.272480142,0.146042093,0.025645086,0.365912235673615,"State Legislature","Yes",NA,"district",7569.718611,9800.998791,0.772341551,"Republican","Democrat","Democrat","Democrat"
"162","district",3621,"New York",21,4.767619145,0.180177212,0.027215156,0.429591665501845,"State Legislature","Yes",NA,"district",15982.72684,17419.78419,0.917504296,"Republican","Democrat","Democrat","Democrat"
"163","district",3619,"New York",19,2.293803475,0.165560188,0.019533941,0.324285196911315,"State Legislature","Yes",NA,"district",8084.858689,10566.757,0.765122042,"Republican","Democrat","Democrat","Democrat"
"164","district",3618,"New York",18,0.39509973,0.066436611,0.009255292,0.335390554795443,"State Legislature","Yes",NA,"district",1422.407603,1948.647034,0.729946254,"Republican","Democrat","Democrat","Democrat"
"165","district",3614,"New York",14,0.012206836,0.010972463,0.001710299,0.356945870417496,"State Legislature","Yes",NA,"district",43.81930123,61.52863459,0.712177371,"Republican","Democrat","Democrat","Democrat"
"166","district",3606,"New York",6,0.008652947,0.008403578,0.001381379,0.392394325553084,"State Legislature","Yes",NA,"district",24.65187803,31.12368863,0.792061581,"Republican","Democrat","Democrat","Democrat"
"167","district",3608,"New York",8,0.012052319,0.013462281,0.001928035,0.289082358726401,"State Legislature","Yes",NA,"district",47.10644501,93.13034654,0.50581198,"Republican","Democrat","Democrat","Democrat"
"168","district",3620,"New York",20,0.361724078,0.057290442,0.007611733,0.37214438299663,"State Legislature","Yes",NA,"district",1274.703312,1618.125687,0.787765327,"Republican","Democrat","Democrat","Democrat"
"169","district",3607,"New York",7,0.004635507,0.013062193,0.001398249,0.184772551621232,"State Legislature","Yes",NA,"district",28.29558765,41.39332574,0.683578503,"Republican","Democrat","Democrat","Democrat"
"170","district",3612,"New York",12,0.004326473,0.004903213,0.000835289,0.475544508733755,"State Legislature","Yes",NA,"district",27.90230336,29.56457076,0.94377502,"Republican","Democrat","Democrat","Democrat"
"171","district",3610,"New York",10,0.007262295,0.01813843,0.0021835,0.166549058452888,"State Legislature","Yes",NA,"district",13.17165921,18.04152196,0.730074726,"Republican","Democrat","Democrat","Democrat"
"172","district",3613,"New York",13,0.00401744,0.005895433,0.000996966,0.381121916413955,"State Legislature","Yes",NA,"district",4.125219388,4.162839346,0.990962909,"Republican","Democrat","Democrat","Democrat"
"173","district",3626,"New York",26,0.065978719,0.021002244,0.003903737,0.433551977993142,"State Legislature","Yes",NA,"district",238.2034654,296.3804187,0.803708512,"Republican","Democrat","Democrat","Democrat"
"174","district",3616,"New York",16,0.029049178,0.015351418,0.002200248,0.393571243297484,"State Legislature","Yes",NA,"district",86.48092503,110.006575,0.786143237,"Republican","Democrat","Democrat","Democrat"
"175","district",3615,"New York",15,0.00401744,0.004600807,0.000839373,0.488366219893612,"State Legislature","Yes",NA,"district",22.25057201,22.25057201,1,"Republican","Democrat","Democrat","Democrat"
"176","district",3617,"New York",17,0.122531907,0.03184844,0.004441809,0.389620109201835,"State Legislature","Yes",NA,"district",437.1065472,477.7252892,0.914974687,"Republican","Democrat","Democrat","Democrat"
"177","district",3609,"New York",9,0.003862923,0.007282962,0.001051562,0.302520572605923,"State Legislature","Yes",NA,"district",19.98029189,20.64880569,0.967624578,"Republican","Democrat","Democrat","Democrat"
"178","district",3601,"New York",1,0.540809172,0.062292822,0.010713301,0.418493725016297,"State Legislature","Yes",NA,"district",918.4683044,1466.077164,0.626480193,"Republican","Democrat","Democrat","Democrat"
"179","district",3502,"New Mexico",2,18.0205342,0.374678214,0.05410986,0.401633861840714,"State Legislature","Yes",NA,"district",71881.74812,84568.10037,0.849986553,"Democrat","Democrat","Republican","Democrat"
"180","district",3501,"New Mexico",1,1.16227617,0.11418199,0.018241742,0.334704838873371,"State Legislature","Yes",NA,"district",4616.364136,6453.361434,0.715342567,"Democrat","Democrat","Republican","Democrat"
"181","district",3503,"New Mexico",3,11.65428314,0.307430824,0.051494498,0.393640980978193,"State Legislature","Yes",NA,"district",45090.61879,56733.03247,0.79478598,"Democrat","Democrat","Republican","Democrat"
"182","district",3409,"New Jersey",9,0.029358212,0.02184353,0.002303152,0.278065372652264,"Politician commission",NA,NA,"district",104.370847,160.3873215,0.650742503,"Democrat","Democrat","Democrat","Democrat"
"183","district",3404,"New Jersey",4,0.194845819,0.055955871,0.005839934,0.2796435567942,"Politician commission",NA,NA,"district",696.2801698,961.1363186,0.724434356,"Democrat","Democrat","Democrat","Democrat"
"184","district",3406,"New Jersey",6,0.116660264,0.053766068,0.006114489,0.225194683088465,"Politician commission",NA,NA,"district",232.4592771,485.4668934,0.478836519,"Democrat","Democrat","Democrat","Democrat"
"185","district",3402,"New Jersey",2,0.77814714,0.095141172,0.01244516,0.328675473917071,"Politician commission",NA,NA,"district",2279.93222,2892.09586,0.788332175,"Democrat","Democrat","Democrat","Democrat"
"186","district",3410,"New Jersey",10,0.020859782,0.021188016,0.002381112,0.241640386943326,"Politician commission",NA,NA,"district",80.89790959,135.0160428,0.599172572,"Democrat","Democrat","Democrat","Democrat"
"187","district",3407,"New Jersey",7,0.272876857,0.068572246,0.007385057,0.270047343639863,"Politician commission",NA,NA,"district",1001.915953,1382.087589,0.724929419,"Democrat","Democrat","Democrat","Democrat"
"188","district",3411,"New Jersey",11,0.147100095,0.044947643,0.004574169,0.302485447592104,"Politician commission",NA,NA,"district",523.656364,721.5603413,0.725727751,"Democrat","Democrat","Democrat","Democrat"
"189","district",3408,"New Jersey",8,0.019005579,0.023732283,0.00239481,0.205923525955401,"Politician commission",NA,NA,"district",66.03024438,116.6630072,0.565991277,"Democrat","Democrat","Democrat","Democrat"
"190","district",3401,"New Jersey",1,0.100435989,0.040624703,0.005391635,0.276540926343289,"Politician commission",NA,NA,"district",370.1759178,509.6361315,0.726353363,"Democrat","Democrat","Democrat","Democrat"
"191","district",3405,"New Jersey",5,0.285856277,0.070635101,0.009927482,0.268323202127283,"Politician commission",NA,NA,"district",1037.690966,1734.432608,0.598288433,"Democrat","Democrat","Democrat","Democrat"
"192","district",3403,"New Jersey",3,0.310888016,0.076407609,0.007957186,0.258684443907055,"Politician commission",NA,NA,"district",998.470667,1422.045315,0.702137025,"Democrat","Democrat","Democrat","Democrat"
"193","district",3412,"New Jersey",12,0.113724443,0.048384946,0.005651162,0.247070890498894,"Politician commission",NA,NA,"district",401.4068787,647.8625205,0.619586511,"Democrat","Democrat","Democrat","Democrat"
"194","district",3301,"New Hampshire",1,0.776911005,0.123841929,0.014728332,0.252303259135667,"State Legislature","Yes",NA,"district",2648.320139,4057.004326,0.652777253,"Republican","Republican","Republican","Republican"
"195","district",3302,"New Hampshire",2,1.922653866,0.198862511,0.027932421,0.247173874860568,"State Legislature","Yes",NA,"district",6632.890883,9385.727336,0.70669972,"Republican","Republican","Republican","Republican"
"196","district",3204,"Nevada",4,13.51064926,0.308133406,0.048890644,0.422867450511906,"State Legislature","Yes",NA,"district",51209.25219,58552.27695,0.874590278,"Democrat","Democrat","Republican","Democrat"
"197","district",3202,"Nevada",2,15.47548624,0.284650883,0.048574936,0.489908019193753,"State Legislature","Yes",NA,"district",56355.79705,62975.56891,0.894883493,"Democrat","Democrat","Republican","Democrat"
"198","district",3201,"Nevada",1,0.026885942,0.012494174,0.002055637,0.465221750261127,"State Legislature","Yes",NA,"district",102.5629158,111.9828689,0.91588041,"Democrat","Democrat","Republican","Democrat"
"199","district",3203,"Nevada",3,0.748479894,0.089009716,0.014064077,0.344554229977165,"State Legislature","Yes",NA,"district",2890.207176,3151.202284,0.917176022,"Democrat","Democrat","Republican","Democrat"
"200","district",3102,"Nebraska",2,0.147254612,0.033439262,0.00497385,0.406801645371994,"State Legislature","Yes",NA,"district",537.2524921,608.1539708,0.88341525,"Republican","Republican","Republican","Republican"
"201","district",3103,"Nebraska",3,18.93604687,0.393979998,0.070237099,0.391539352508765,"State Legislature","Yes",NA,"district",67840.21864,82289.99304,0.824404233,"Republican","Republican","Republican","Republican"
"202","district",3101,"Nebraska",1,2.497456757,0.15904089,0.020614295,0.352245232029478,"State Legislature","Yes",NA,"district",8983.715911,10772.17064,0.833974527,"Republican","Republican","Republican","Republican"
"203","district",3000,"Montana",0,45.12419023,0.517744005,0.082468122,0.4599329922841,NA,NA,NA,"district",146953.0818,159075.6634,0.923793612,"Republican","Republican","Democrat","Republican"
"204","district",2903,"Missouri",3,1.879389132,0.162414814,0.020196505,0.299217953648094,"State Legislature","Yes",NA,"district",6975.95014,8992.400732,0.775760595,"Republican","Republican","Republican","Republican"
"205","district",2905,"Missouri",5,0.665504316,0.110792171,0.012695245,0.261018504840002,"State Legislature","Yes",NA,"district",2447.404571,3535.624567,0.692212797,"Republican","Republican","Republican","Republican"
"206","district",2906,"Missouri",6,5.013146509,0.276363852,0.036765152,0.287196334850396,"State Legislature","Yes",NA,"district",18382.49843,24130.57849,0.761792695,"Republican","Republican","Republican","Republican"
"207","district",2907,"Missouri",7,1.656575753,0.107157931,0.015636825,0.425780985186055,"State Legislature","Yes",NA,"district",6357.887451,7751.877165,0.820173916,"Republican","Republican","Republican","Republican"
"208","district",2904,"Missouri",4,3.897688963,0.233941014,0.028216022,0.299159055682558,"State Legislature","Yes",NA,"district",14728.64614,21703.83559,0.678619504,"Republican","Republican","Republican","Republican"
"209","district",2908,"Missouri",8,5.271498777,0.233683084,0.028447035,0.348292972274702,"State Legislature","Yes",NA,"district",20047.5638,24667.0128,0.812727668,"Republican","Republican","Republican","Republican"
"210","district",2902,"Missouri",2,0.125622245,0.037280335,0.004703154,0.337022115980359,"State Legislature","Yes",NA,"district",490.0213187,617.9356619,0.792997312,"Republican","Republican","Republican","Republican"
"211","district",2901,"Missouri",1,0.062888381,0.026014583,0.003481717,0.341722260388832,"State Legislature","Yes",NA,"district",234.6552984,311.115197,0.754239268,"Republican","Republican","Republican","Republican"
"212","district",2804,"Mississippi",4,2.178379346,0.136288704,0.020677341,0.383894442982417,"State Legislature","Yes",NA,"district",8150.588202,9557.427791,0.852801442,"Republican","Republican","Republican","Republican"
"213","district",2801,"Mississippi",1,2.713162358,0.160967863,0.023194453,0.362746846084416,"State Legislature","Yes",NA,"district",10729.14252,13135.87808,0.816781524,"Republican","Republican","Republican","Republican"
"214","district",2803,"Mississippi",3,3.184747957,0.254967578,0.033226633,0.248117563259094,"State Legislature","Yes",NA,"district",12888.02711,20147.24312,0.639691844,"Republican","Republican","Republican","Republican"
"215","district",2802,"Mississippi",2,3.991944275,0.318792109,0.030466025,0.222172143073161,"State Legislature","Yes",NA,"district",15839.7097,19978.754,0.792827706,"Republican","Republican","Republican","Republican"
"216","district",2703,"Minnesota",3,0.174913138,0.038750468,0.005031602,0.38259491681952,"State Legislature","Yes",NA,"district",578.3524524,756.5990385,0.764410768,"Republican","Republican","Democrat","Republican"
"217","district",2704,"Minnesota",4,0.107080216,0.02426777,0.003793949,0.478001964039672,"State Legislature","Yes",NA,"district",370.3534948,414.2295447,0.894077932,"Republican","Republican","Democrat","Republican"
"218","district",2705,"Minnesota",5,0.042183115,0.015979109,0.002545508,0.455639845809538,"State Legislature","Yes",NA,"district",150.2790693,167.3527765,0.897977747,"Republican","Republican","Democrat","Republican"
"219","district",2702,"Minnesota",2,0.74168115,0.084273116,0.013413461,0.362263434724567,"State Legislature","Yes",NA,"district",2527.525533,3395.934466,0.744279832,"Republican","Republican","Democrat","Republican"
"220","district",2708,"Minnesota",8,10.05781447,0.287242447,0.043105459,0.391388557223403,"State Legislature","Yes",NA,"district",30239.16747,39930.35756,0.757297688,"Republican","Republican","Democrat","Republican"
"221","district",2706,"Minnesota",6,0.885227356,0.107305294,0.014202973,0.310821603364098,"State Legislature","Yes",NA,"district",3031.5942,4861.823259,0.623550886,"Republican","Republican","Democrat","Republican"
"222","district",2707,"Minnesota",7,10.77523646,0.338100733,0.049071768,0.344169375985189,"State Legislature","Yes",NA,"district",35394.39092,48446.10326,0.730593145,"Republican","Republican","Democrat","Republican"
"223","district",2701,"Minnesota",1,3.541063943,0.176491537,0.035470927,0.377961819791497,"State Legislature","Yes",NA,"district",12185.20783,14666.75903,0.830804392,"Republican","Republican","Democrat","Republican"
"224","district",2610,"Michigan",10,1.803675848,0.106693961,0.016933717,0.446215177693151,"State Legislature","Yes",NA,"district",4287.600864,4877.973666,0.878971712,"Republican","Republican","Republican","Republican"
"225","district",2602,"Michigan",2,1.784824785,0.108780882,0.016478234,0.435361629873657,"State Legislature","Yes",NA,"district",3413.043367,4085.394853,0.835425581,"Republican","Republican","Republican","Republican"
"226","district",2611,"Michigan",11,0.126240312,0.042717545,0.005111166,0.294847653604764,"State Legislature","Yes",NA,"district",451.5403721,686.8123489,0.657443584,"Republican","Republican","Republican","Republican"
"227","district",2607,"Michigan",7,1.261321506,0.111078992,0.015750525,0.358414773307802,"State Legislature","Yes",NA,"district",4312.954643,6126.814412,0.703947329,"Republican","Republican","Republican","Republican"
"228","district",2601,"Michigan",1,16.38002821,0.35479162,0.058624896,0.404379286119606,"State Legislature","Yes",NA,"district",26855.27771,58843.83653,0.456382168,"Republican","Republican","Republican","Republican"
"229","district",2608,"Michigan",8,0.438055429,0.059959036,0.011541755,0.391304483279749,"State Legislature","Yes",NA,"district",1542.945907,2018.727226,0.764316192,"Republican","Republican","Republican","Republican"
"230","district",2605,"Michigan",5,1.215120951,0.127519696,0.020738796,0.306434329903031,"State Legislature","Yes",NA,"district",2431.068713,4109.058825,0.591636386,"Republican","Republican","Republican","Republican"
"231","district",2603,"Michigan",3,0.767330957,0.093170465,0.013298446,0.333286734989839,"State Legislature","Yes",NA,"district",2703.854333,3629.263572,0.745014596,"Republican","Republican","Republican","Republican"
"232","district",2604,"Michigan",4,2.492666733,0.131966523,0.019543663,0.424104876942562,"State Legislature","Yes",NA,"district",8661.564292,10715.31453,0.808335049,"Republican","Republican","Republican","Republican"
"233","district",2614,"Michigan",14,0.06041611,0.040907804,0.005135411,0.212997813392093,"State Legislature","Yes",NA,"district",177.1631894,396.7639169,0.446520416,"Republican","Republican","Republican","Republican"
"234","district",2609,"Michigan",9,0.0539264,0.023020485,0.003887997,0.357594785487592,"State Legislature","Yes",NA,"district",186.8141543,268.7122956,0.695219971,"Republican","Republican","Republican","Republican"
"235","district",2606,"Michigan",6,1.440252084,0.086940495,0.01528967,0.489330267243112,"State Legislature","Yes",NA,"district",3660.108308,4214.007746,0.868557565,"Republican","Republican","Republican","Republican"
"236","district",2612,"Michigan",12,0.120832221,0.040428371,0.005554533,0.304796565292865,"State Legislature","Yes",NA,"district",423.7924883,632.9569218,0.669543967,"Republican","Republican","Republican","Republican"
"237","district",2613,"Michigan",13,0.058098357,0.03014812,0.003991562,0.283417473477955,"State Legislature","Yes",NA,"district",205.3026886,310.3066319,0.661612313,"Republican","Republican","Republican","Republican"
"238","district",2504,"Massachusetts",4,0.194382268,0.063091831,0.006607716,0.247719459189051,"State Legislature","Yes",NA,"district",694.675875,1030.199087,0.67431226,"Democrat","Democrat","Republican","Democrat"
"239","district",2509,"Massachusetts",9,0.896816124,0.104852034,0.011226359,0.320169366216868,"State Legislature","Yes",NA,"district",1577.158687,3527.618758,0.447088757,"Democrat","Democrat","Republican","Democrat"
"240","district",2508,"Massachusetts",8,0.139528766,0.057157813,0.005258437,0.231665416066071,"State Legislature","Yes",NA,"district",350.4572937,601.9554425,0.582198065,"Democrat","Democrat","Republican","Democrat"
"241","district",2501,"Massachusetts",1,0.680492456,0.081452438,0.013755619,0.35901492337992,"State Legislature","Yes",NA,"district",2380.188712,3195.766269,0.744794366,"Democrat","Democrat","Republican","Democrat"
"242","district",2502,"Massachusetts",2,0.482247265,0.07532404,0.010806806,0.326818184651439,"State Legislature","Yes",NA,"district",1734.315112,2198.646945,0.788810189,"Democrat","Democrat","Republican","Democrat"
"243","district",2503,"Massachusetts",3,0.225285649,0.059649607,0.008387486,0.282074683205701,"State Legislature","Yes",NA,"district",782.3762895,1141.417062,0.68544296,"Democrat","Democrat","Republican","Democrat"
"244","district",2505,"Massachusetts",5,0.081739443,0.04098897,0.005138035,0.247259942433507,"State Legislature","Yes",NA,"district",282.2780351,382.1056499,0.738743421,"Democrat","Democrat","Republican","Democrat"
"245","district",2507,"Massachusetts",7,0.02997628,0.033068533,0.003755193,0.185600384411836,"State Legislature","Yes",NA,"district",88.63145678,137.266383,0.64568946,"Democrat","Democrat","Republican","Democrat"
"246","district",2506,"Massachusetts",6,0.244291229,0.051513313,0.006281476,0.34012565211178,"State Legislature","Yes",NA,"district",579.8245966,780.1016576,0.743267997,"Democrat","Democrat","Republican","Democrat"
"247","district",2404,"Maryland",4,0.084984298,0.055396812,0.005566502,0.186547530903683,"State Legislature","Yes",NA,"district",322.2388436,540.8873574,0.595759615,"Democrat","Democrat","Republican","Democrat"
"248","district",2405,"Maryland",5,0.611577915,0.086288495,0.012094508,0.321275741566275,"State Legislature","Yes",NA,"district",1613.13743,2224.274107,0.725242192,"Democrat","Democrat","Republican","Democrat"
"249","district",2408,"Maryland",8,0.235483765,0.095690552,0.008865329,0.17976964366649,"State Legislature","Yes",NA,"district",891.8566376,1614.241733,0.552492616,"Democrat","Democrat","Republican","Democrat"
"250","district",2401,"Maryland",1,1.479962929,0.169166721,0.023672025,0.254926755808399,"State Legislature","Yes",NA,"district",4588.43154,8946.301492,0.512885861,"Democrat","Democrat","Republican","Democrat"
"251","district",2403,"Maryland",3,0.106462148,0.09016897,0.006734996,0.128276007813131,"State Legislature","Yes",NA,"district",291.0422511,1018.962667,0.28562602,"Democrat","Democrat","Republican","Democrat"
"252","district",2402,"Maryland",2,0.141692003,0.075631396,0.00695956,0.176431239484056,"State Legislature","Yes",NA,"district",442.9528573,947.3206795,0.467584913,"Democrat","Democrat","Republican","Democrat"
"253","district",2406,"Maryland",6,0.538336902,0.149454599,0.01927129,0.174029440454057,"State Legislature","Yes",NA,"district",1975.536301,5096.92535,0.387593729,"Democrat","Democrat","Republican","Democrat"
"254","district",2407,"Maryland",7,0.136129394,0.066416074,0.005449635,0.196928098604719,"State Legislature","Yes",NA,"district",508.9839918,896.0075312,0.568057716,"Democrat","Democrat","Republican","Democrat"
"255","district",2301,"Maine",1,1.482280683,0.169328568,0.018434506,0.254882442872337,"State Legislature","Yes",NA,"district",3865.057829,7182.124338,0.538149668,"Republican","Democrat","Republican","Republican"
"256","district",2302,"Maine",2,9.040166122,0.322133161,0.038127246,0.330870237637162,"State Legislature","Yes",NA,"district",29770.75587,35201.71137,0.845718993,"Republican","Democrat","Republican","Republican"
"257","district",2205,"Louisiana",5,3.675493651,0.365900883,0.03546464,0.185737379057381,"State Legislature","Yes",NA,"district",14958.26932,26008.00099,0.575141062,NA,NA,NA,NA
"258","district",2201,"Louisiana",1,2.327333643,0.237720986,0.023685832,0.227492316403413,"State Legislature","Yes",NA,"district",6663.984048,11991.04196,0.555746871,NA,NA,NA,NA
"259","district",2206,"Louisiana",6,1.053187234,0.2273689,0.016712059,0.160002461680059,"State Legislature","Yes",NA,"district",4442.193275,7288.402271,0.609487938,NA,NA,NA,NA
"260","district",2202,"Louisiana",2,0.360333426,0.143261195,0.015272371,0.148534944403883,"State Legislature","Yes",NA,"district",1478.568411,3819.465701,0.387113939,NA,NA,NA,NA
"261","district",2204,"Louisiana",4,3.157243947,0.253843813,0.030673405,0.248137509479585,"State Legislature","Yes",NA,"district",12851.50267,20954.15589,0.613315217,NA,NA,NA,NA
"262","district",2203,"Louisiana",3,2.211291447,0.160218428,0.022750489,0.329014818649135,"State Legislature","Yes",NA,"district",8059.156702,10152.49391,0.793810543,NA,NA,NA,NA
"263","district",2106,"Kentucky",6,1.155940976,0.141387129,0.014087343,0.269564616681693,"State Legislature","Yes",NA,"district",4338.318073,5682.788769,0.763413572,"Republican","Republican","Republican","Republican"
"264","district",2102,"Kentucky",2,1.934242634,0.241804584,0.022934714,0.20388997757974,"State Legislature","Yes",NA,"district",7320.958317,11292.69347,0.6482916,"Republican","Republican","Republican","Republican"
"265","district",2104,"Kentucky",4,1.203377667,0.186868304,0.025082245,0.208099128621889,"State Legislature","Yes",NA,"district",4490.874452,8197.240376,0.54785199,"Republican","Republican","Republican","Republican"
"266","district",2103,"Kentucky",3,0.088692704,0.028645035,0.004698227,0.368552636686685,"State Legislature","Yes",NA,"district",331.2772754,419.5442137,0.789612309,"Republican","Republican","Republican","Republican"
"267","district",2105,"Kentucky",5,2.990365688,0.198533119,0.024551755,0.30876930265382,"State Legislature","Yes",NA,"district",11351.46846,14483.46299,0.783753752,"Republican","Republican","Republican","Republican"
"268","district",2101,"Kentucky",1,3.297545298,0.307745932,0.034930437,0.209174141990541,"State Legislature","Yes",NA,"district",12565.00008,20092.19909,0.62536709,"Republican","Republican","Republican","Republican"
"269","district",2001,"Kansas",1,14.14385954,0.315892836,0.047883995,0.422035634974854,"State Legislature","Yes",NA,"district",52770.64808,60052.62591,0.87874006,"Republican","Republican","Republican","Republican"
"270","district",2004,"Kansas",4,3.782573867,0.168807941,0.027421242,0.408418840674065,"State Legislature","Yes",NA,"district",14392.02984,16697.27909,0.861938629,"Republican","Republican","Republican","Republican"
"271","district",2002,"Kansas",2,3.864467828,0.18819501,0.029875708,0.370289737776922,"State Legislature","Yes",NA,"district",14381.62768,19404.5578,0.741146891,"Republican","Republican","Republican","Republican"
"272","district",2003,"Kansas",3,0.216014635,0.037316449,0.00652056,0.441515759419136,"State Legislature","Yes",NA,"district",766.6603468,903.2266895,0.848801697,"Republican","Republican","Republican","Republican"
"273","district",1903,"Iowa",3,2.449247482,0.12925255,0.02047274,0.429222171280422,"State Legislature","Yes",NA,"district",8832.642574,10562.33611,0.836239491,"Republican","Republican","Republican","Republican"
"274","district",1902,"Iowa",2,3.470449716,0.184306127,0.029856433,0.358309264207768,"State Legislature","Yes",NA,"district",12426.28233,16870.03527,0.736588995,"Republican","Republican","Republican","Republican"
"275","district",1904,"Iowa",4,6.494809124,0.213474149,0.034203916,0.423197250190455,"State Legislature","Yes",NA,"district",22848.72254,25872.16083,0.883139321,"Republican","Republican","Republican","Republican"
"276","district",1901,"Iowa",1,3.452062205,0.191177669,0.026509898,0.344514159815423,"State Legislature","Yes",NA,"district",12134.59309,17992.48427,0.67442566,"Republican","Republican","Republican","Republican"
