LSAD,Geog,GEOID_1,STATE,DIST_NAME,Schwartzbe,AreaDist,AreaConPol,Ratio
C2,district,3901,Ohio,1,26.58445968,692.4072837,1118.214774,0.619207776
C2,district,3902,Ohio,2,30.58307786,3255.147537,3973.928707,0.819125801
C2,district,3903,Ohio,3,20.51511703,241.1707775,348.6731568,0.691681516
C2,district,3910,Ohio,10,40.12770665,1140.390936,1305.883795,0.873271374
C2,district,3911,Ohio,11,26.55814491,237.5044334,506.0153712,0.469362092
C2,district,3909,Ohio,9,31.98714585,538.9097213,1686.675544,0.319510011
C2,district,3912,Ohio,12,26.63565903,2286.387517,3684.191865,0.620594041
C2,district,2001,Kansas,1,42.2035635,52770.64808,60052.62591,0.87874006
C2,district,2002,Kansas,2,37.02897378,14381.62768,19404.5578,0.741146891
C2,district,3301,New Hampshire,1,25.23032591,2648.320139,4057.004326,0.652777253
C2,district,3302,New Hampshire,2,24.71738749,6632.890883,9385.727336,0.70669972
C2,district,5505,Wisconsin,5,39.83655107,1965.311588,2346.061569,0.83770674
C2,district,5507,Wisconsin,7,34.155251,24032.00983,33236.17822,0.723067787
C2,district,5508,Wisconsin,8,37.99836014,7066.698604,10319.05062,0.684820616
C1,district,200,Alaska,0,20.0660598,602573.7032,-675027.4025,-0.892665544
C1,district,3800,North Dakota,0,53.96518618,70708.73221,71451.60413,0.989603146
C1,district,4600,South Dakota,0,48.47324037,77111.60542,82341.71231,0.936482899
C1,district,5600,Wyoming,0,58.73758664,97818.74471,97731.89145,1.000888689
C2,district,2203,Louisiana,3,32.90148186,8059.156702,10152.49391,0.793810543
C2,district,5503,Wisconsin,3,26.23040095,11413.26536,19388.41721,0.58866411
C1,district,1000,Delaware,0,39.51455435,2055.859657,2721.660133,0.755369722
C2,district,4704,Tennessee,4,23.76367062,6095.263482,8830.71984,0.690234046
C2,district,1717,Illinois,17,26.83301852,7048.843095,13079.05269,0.53894141
C2,district,602,California,2,24.91664163,13080.95242,21787.95766,0.600375337
C2,district,2801,Mississippi,1,36.27468461,10729.14252,13135.87808,0.816781524
C2,district,2606,Michigan,6,48.93302672,3660.108308,4214.007746,0.868557565
C2,district,3618,New York,18,33.53905548,1422.407603,1948.647034,0.729946254
C2,district,3710,North Carolina,10,28.77514297,2637.035925,3690.537363,0.714539826
C2,district,1310,Georgia,10,31.62009175,7293.171361,8976.813336,0.812445473
C2,district,4816,Texas,16,48.21859261,709.649187,731.1290545,0.970620963
C2,district,2301,Maine,1,25.48824429,3865.057829,7182.124338,0.538149668
C2,district,3915,Ohio,15,25.71683727,4780.062382,6922.159409,0.690544973
C2,district,4810,Texas,10,23.77039469,5138.79252,7054.546558,0.72843697
C2,district,4206,Pennsylvania,6,18.45785701,876.3425661,1621.953344,0.540300724
C2,district,3602,New York,2,41.15265982,231.9207074,271.2526117,0.854998984
C2,district,2204,Louisiana,4,24.81375095,12851.50267,20954.15589,0.613315217
C2,district,1304,Georgia,4,34.54650211,483.3802247,584.171643,0.827462665
C2,district,1308,Georgia,8,24.95340203,8881.969586,13254.41263,0.67011416
C2,district,3101,Nebraska,1,35.2245232,8983.715911,10772.17064,0.833974527
C2,district,628,California,28,28.33259956,225.1713424,284.9685252,0.790162149
C2,district,4822,Texas,22,21.95545331,1057.833785,1478.667796,0.715396513
C2,district,1901,Iowa,1,34.45141598,12134.59309,17992.48427,0.67442566
C2,district,3408,New Jersey,8,20.5923526,66.03024438,116.6630072,0.565991277
C2,district,5504,Wisconsin,4,47.91916728,124.3144737,183.1804043,0.678645045
C2,district,1801,Indiana,1,46.71198804,1179.778856,1520.461174,0.775934878
C2,district,4101,Oregon,1,33.35970118,3088.119227,4290.34111,0.719784079
C2,district,4506,South Carolina,6,17.92534104,8400.840993,12446.33101,0.674965256
C2,district,905,Connecticut,5,30.85511611,1267.412184,1704.883038,0.743401251
C2,district,2408,Maryland,8,17.97696437,891.8566376,1614.241733,0.552492616
C2,district,4212,Pennsylvania,12,19.56377877,2195.692956,4993.696424,0.439692919
C2,district,503,Arkansas,3,23.18775277,5533.447845,10540.23614,0.52498329
C2,district,1902,Iowa,2,35.83092642,12426.28233,16870.03527,0.736588995
C2,district,3705,North Carolina,5,25.40649361,3995.330627,5166.024232,0.773385963
C2,district,4207,Pennsylvania,7,13.68743843,890.7664596,1851.558515,0.481090094
C2,district,3701,North Carolina,1,12.86890387,6076.846737,8739.340019,0.695343896
C2,district,4828,Texas,28,20.89255094,9506.564353,18970.01231,0.501136436
C2,district,4815,Texas,15,20.23593065,7874.37167,15076.78329,0.522284596
C2,district,402,Arizona,2,42.73024456,7897.194236,8873.521162,0.889972999
C2,district,4902,Utah,2,38.15846488,41149.50796,50216.1698,0.819447364
C2,district,639,California,39,34.7783765,201.456018,254.1245574,0.79274518
C2,district,625,California,25,29.48221855,1725.822456,2467.569991,0.699401623
C2,district,609,California,9,39.05471546,1317.41779,1539.789296,0.855583159
C2,district,607,California,7,43.11773696,557.585631,605.0132115,0.921609017
C2,district,103,Alabama,3,27.94893098,7744.063206,10539.82546,0.734743021
C2,district,3407,New Jersey,7,27.00473436,1001.915953,1382.087589,0.724929419
C2,district,4214,Pennsylvania,14,23.19040728,208.4344148,350.4456989,0.594769505
C2,district,637,California,37,43.31090989,54.25312817,57.0750248,0.950558118
C2,district,4806,Texas,6,29.69288621,2242.078041,2899.916437,0.773152637
C2,district,3604,New York,4,43.2989108,136.5831769,146.3950957,0.932976451
C2,district,606,California,6,29.93637966,181.7479039,258.2223449,0.703842667
C2,district,1305,Georgia,5,40.08157704,276.8801125,299.1605822,0.925523378
C2,district,629,California,29,31.93838843,78.24169762,115.9723738,0.674658068
C2,district,801,Colorado,1,22.9372916,201.6656154,337.2867316,0.59790557
C2,district,3914,Ohio,14,41.17036258,2005.562586,2405.635624,0.833693418
C2,district,627,California,27,35.61353464,702.9361006,877.3635869,0.801191332
