geography,geography_id,state_name,district_name,area,perimeter,max_distance_from_center,id
district,1226.0,Florida,26.0,1.137707981,0.157984713,0.032192482,378
district,1203.0,Florida,3.0,1.895304373,0.136495677,0.01755222,379
district,1227.0,Florida,27.0,0.13334809,0.034863421,0.005209938,380
district,1224.0,Florida,24.0,0.028122077,0.020027573,0.00285362,381
district,1223.0,Florida,23.0,0.067523888,0.031416443,0.005166898,382
district,1225.0,Florida,25.0,0.789735908,0.094601491,0.014972521,383
district,1208.0,Florida,8.0,0.572330621,0.072658231,0.012379949,384
district,1218.0,Florida,18.0,0.443618038,0.058018981,0.008671883,385
district,1220.0,Florida,20.0,0.630274461,0.101314786,0.011089131,386
district,1221.0,Florida,21.0,0.06242483,0.028098909,0.004577255,387
district,1222.0,Florida,22.0,0.085293332,0.046328033,0.006735333,388
district,1216.0,Florida,16.0,0.279366567,0.047402734,0.007538014,389
district,1207.0,Florida,7.0,0.1398378,0.045812794,0.004679607,390
state,10.0,Delaware,,0.529838186,0.06429954,0.01496111,391
district,1000.0,Delaware,0.0,0.670139823,0.073439643,0.014858582,392
state,9.0,Connecticut,,1.393940711,0.086906561,0.016438312,393
district,903.0,Connecticut,3.0,0.137520047,0.043190207,0.005376808,394
district,904.0,Connecticut,4.0,0.151272051,0.043720336,0.006490015,395
district,905.0,Connecticut,5.0,0.358170189,0.068757878,0.007242563,396
district,902.0,Connecticut,2.0,0.587782312,0.063695734,0.009870665,397
district,901.0,Connecticut,1.0,0.195927437,0.056998082,0.005822456,398
state,8.0,Colorado,,28.03525667,0.329609417,0.059572442,399
district,804.0,Colorado,4.0,10.33934427,0.288461544,0.043641129,400
district,801.0,Colorado,1.0,0.052072197,0.035266775,0.005204847,401
district,807.0,Colorado,7.0,0.097345651,0.040397363,0.005877536,402
district,805.0,Colorado,5.0,1.973798962,0.127548999,0.018410981,403
district,803.0,Colorado,3.0,13.34639779,0.34654299,0.047280283,404
district,806.0,Colorado,6.0,0.133966158,0.050869667,0.005968476,405
district,802.0,Colorado,2.0,2.113482245,0.165886929,0.018581951,406
state,6.0,California,,41.59424374,0.647110475,0.106827122,407
district,616.0,California,16.0,0.753887986,0.103144662,0.014220406,408
district,621.0,California,21.0,1.755003022,0.174297892,0.023146891,409
district,622.0,California,22.0,0.303007653,0.072032703,0.009821818,410
district,608.0,California,8.0,8.48436881,0.337960098,0.065573546,411
district,618.0,California,18.0,0.210142993,0.047852434,0.00568622,412
district,620.0,California,20.0,1.43994305,0.107262452,0.018461421,413
district,604.0,California,4.0,3.499344378,0.202422401,0.030770095,414
district,607.0,California,7.0,0.146018476,0.031416144,0.004445266,415
district,615.0,California,15.0,0.160234032,0.039406257,0.005899489,416
district,610.0,California,10.0,0.482556299,0.078424308,0.009511469,417
district,609.0,California,9.0,0.35214403,0.053863134,0.007589398,418
district,601.0,California,1.0,8.004439299,0.290591901,0.03454032,419
district,603.0,California,3.0,1.708802467,0.180311354,0.018257426,420
district,639.0,California,39.0,0.051608647,0.023155644,0.003210523,421
district,649.0,California,49.0,0.190519346,0.050871973,0.007781361,422
district,646.0,California,46.0,0.017923961,0.011516333,0.001871349,423
district,645.0,California,45.0,0.085293332,0.028609486,0.00401519,424
district,638.0,California,38.0,0.026422391,0.016603045,0.002195007,425
district,647.0,California,47.0,0.17383152,0.064079843,0.011623308,426
district,648.0,California,48.0,0.063660965,0.028682427,0.004010656,427
district,619.0,California,19.0,0.238883137,0.05927132,0.006447546,428
district,617.0,California,17.0,0.055008019,0.023151338,0.003100829,429
district,613.0,California,13.0,0.041410531,0.015636573,0.002615882,430
district,614.0,California,14.0,0.151890119,0.04448467,0.010587124,431
district,612.0,California,12.0,0.030285314,0.017947939,0.002484066,432
district,623.0,California,23.0,2.585994945,0.20907513,0.020818554,433
district,605.0,California,5.0,0.496617337,0.089969606,0.012446263,434
district,606.0,California,6.0,0.051608647,0.026900905,0.003285729,435
district,651.0,California,51.0,1.276309646,0.137696681,0.026099827,436
district,602.0,California,2.0,3.989935556,0.284183178,0.04212344,437
district,624.0,California,24.0,2.111473525,0.205548838,0.030754554,438
district,650.0,California,50.0,0.699498035,0.089476301,0.01121405,439
district,652.0,California,52.0,0.096264033,0.045591887,0.005637188,440
district,653.0,California,53.0,0.036929541,0.024598428,0.002735067,441
district,630.0,California,30.0,0.035847922,0.021658141,0.003257937,442
district,625.0,California,25.0,0.430947652,0.078932713,0.010033635,443
district,626.0,California,26.0,0.315987073,0.076807322,0.018607187,444
district,633.0,California,33.0,0.121450288,0.046132627,0.006747878,445
district,629.0,California,29.0,0.022404951,0.016613607,0.002257848,446
district,634.0,California,34.0,0.009889082,0.011336122,0.001458075,447
district,632.0,California,32.0,0.031985,0.023280412,0.002844201,448
district,643.0,California,43.0,0.013442971,0.011679782,0.002232839,449
district,635.0,California,35.0,0.041719565,0.025929201,0.003977374,450
district,644.0,California,44.0,0.028122077,0.018563079,0.003115338,451
district,628.0,California,28.0,0.052999299,0.028804051,0.003590573,452
district,627.0,California,27.0,0.186501906,0.042986441,0.005580717,453
district,637.0,California,37.0,0.012361353,0.009099984,0.001637808,454
district,640.0,California,40.0,0.019005579,0.015259151,0.00186583,455
district,642.0,California,42.0,0.245063813,0.078110636,0.007937914,456
district,641.0,California,41.0,0.081584927,0.033884638,0.004296036,457
district,636.0,California,36.0,1.511175344,0.114042064,0.02074439,458
district,631.0,California,31.0,0.057171255,0.034989267,0.004867596,459
district,611.0,California,11.0,0.141382969,0.040376852,0.006242804,460
state,5.0,Arkansas,,13.58926926,0.283247044,0.043412356,461
district,501.0,Arkansas,1.0,5.076807475,0.371261248,0.040237731,462
district,503.0,Arkansas,3.0,1.446278243,0.183853625,0.020543037,463
district,504.0,Arkansas,4.0,5.759772201,0.251522586,0.037663373,464
district,502.0,Arkansas,2.0,1.303041071,0.128655857,0.016232244,465
state,4.0,Arizona,,28.93863737,0.360834257,0.064344456,466
district,404.0,Arizona,4.0,8.483596226,0.485286092,0.043286901,467
district,403.0,Arizona,3.0,3.905723842,0.238144367,0.035479956,468
district,402.0,Arizona,2.0,1.977816401,0.116670898,0.018848069,469
district,401.0,Arizona,1.0,14.1809436,0.462201933,0.050885387,470
district,405.0,Arizona,5.0,0.07942169,0.019679436,0.003314331,471
district,407.0,Arizona,7.0,0.054698985,0.021007467,0.003049006,472
district,409.0,Arizona,9.0,0.035847922,0.029511296,0.003852478,473
district,406.0,Arizona,6.0,0.159770481,0.0403383,0.004824729,474
district,408.0,Arizona,8.0,0.132266472,0.047316256,0.006037062,475
state,2.0,Alaska,,279.1759503,4.419365068,0.369782912,476
district,200.0,Alaska,0.0,314.0794077,3.130852166,0.373894477,477
state,1.0,Alabama,,12.86807065,0.278707,0.048037802,478
district,106.0,Alabama,6.0,1.058904359,0.158208156,0.016111953,479
district,101.0,Alabama,1.0,1.69319626,0.186484207,0.019336889,480
district,102.0,Alabama,2.0,2.535313399,0.200209498,0.02152142,481
district,107.0,Alabama,7.0,2.540103423,0.245787764,0.025535621,482
district,105.0,Alabama,5.0,0.980873321,0.110460877,0.021986277,483
district,103.0,Alabama,3.0,1.941195894,0.176715406,0.021643779,484
district,104.0,Alabama,4.0,2.316671977,0.202713627,0.026404493,485
